year,year_index,geo,income_quintile,expense_category,coordinate,expense,log_expense,age_group,family_income_group,income,log_income,expense_to_income_ratio
2012,2,Province 6,Second quintile,Household furnishings,C557,427.0,2.630428,25 to 34 years,"$70,000 and over",6880.0,3.837588,0.06206395
2012,2,Province 6,Second quintile,Household equipment,C558,609.0,2.784617,25 to 34 years,"$75,000 and over",6260.0,3.796574,0.09728435
2012,2,Province 6,Second quintile,Household appliances,C559,261.0,2.416641,25 to 34 years,"$80,000 and over",5650.0,3.752048,0.04619469
2012,2,Province 6,Second quintile,Clothing and accessories,C560,1868.0,3.271377,25 to 34 years,"$90,000 and over",4500.0,3.653213,0.41511111
2012,2,Province 6,Second quintile,Transportation,C561,8645.0,3.936765,25 to 34 years,Median total income,76520.0,4.883775,0.112977
2012,2,Province 6,Third quintile,Total expenditure,C562,57813.0,4.762026,35 to 44 years,All income groups,17850.0,4.251638,3.23882353
2012,2,Province 6,Third quintile,Food purchased from stores,C563,5292.0,3.72362,35 to 44 years,"Under $10,000",360.0,2.556303,14.7
2012,2,Province 6,Third quintile,Food purchased from restaurants,C564,1633.0,3.212986,35 to 44 years,"$10,000 and over",17490.0,4.24279,0.09336764
2012,2,Province 6,Third quintile,Shelter,C565,10406.0,4.017284,35 to 44 years,"$15,000 and over",17350.0,4.239299,0.59976945
2012,2,Province 6,Third quintile,Principal accommodation,C566,9612.0,3.982814,35 to 44 years,"$20,000 and over",17200.0,4.235528,0.55883721
2012,2,Province 6,Third quintile,Rented living quarters,C567,2385.0,3.377488,35 to 44 years,"$25,000 and over",16990.0,4.230193,0.14037669
2012,2,Province 6,Third quintile,Owned living quarters,C568,4485.0,3.651762,35 to 44 years,"$30,000 and over",16690.0,4.222456,0.26872379
2012,2,Province 6,Third quintile,"Water, fuel and electricity for principal accommodation",C569,2742.0,3.438067,35 to 44 years,"$35,000 and over",16380.0,4.214314,0.16739927
2012,2,Province 6,Third quintile,Other accommodation,C570,794.0,2.899821,35 to 44 years,"$40,000 and over",16060.0,4.205746,0.0494396
2012,2,Province 6,Third quintile,Household operations,C571,3695.0,3.567614,35 to 44 years,"$45,000 and over",15670.0,4.195069,0.23580089
2012,2,Province 6,Third quintile,Communications,C572,1833.0,3.263162,35 to 44 years,"$50,000 and over",15240.0,4.182985,0.12027559
2012,2,Province 6,Third quintile,Household furnishings and equipment,C573,1788.0,3.252368,35 to 44 years,"$60,000 and over",14280.0,4.154728,0.12521008
2012,2,Province 6,Third quintile,Household furnishings,C574,743.0,2.870989,35 to 44 years,"$70,000 and over",13120.0,4.117934,0.0566311
2012,2,Province 6,Third quintile,Household equipment,C575,1007.0,3.003029,35 to 44 years,"$75,000 and over",12520.0,4.097604,0.08043131
2012,2,Province 6,Third quintile,Household appliances,C576,271.0,2.432969,35 to 44 years,"$80,000 and over",11840.0,4.073352,0.02288851
2012,2,Province 6,Third quintile,Clothing and accessories,C577,2849.0,3.454692,35 to 44 years,"$90,000 and over",10410.0,4.017451,0.27367915
2012,2,Province 6,Third quintile,Transportation,C578,12392.0,4.093141,35 to 44 years,Median total income,100330.0,5.001431,0.12351241
2012,2,Province 6,Fourth quintile,Total expenditure,C579,75322.0,4.876922,45 to 54 years,All income groups,21210.0,4.326541,3.55124941
2012,2,Province 6,Fourth quintile,Food purchased from stores,C580,6020.0,3.779596,45 to 54 years,"Under $10,000",350.0,2.544068,17.2
2012,2,Province 6,Fourth quintile,Food purchased from restaurants,C581,2672.0,3.426836,45 to 54 years,"$10,000 and over",20860.0,4.319314,0.12809204
2012,2,Province 6,Fourth quintile,Shelter,C582,12860.0,4.109241,45 to 54 years,"$15,000 and over",20710.0,4.31618,0.62095606
2012,2,Province 6,Fourth quintile,Principal accommodation,C583,11694.0,4.067963,45 to 54 years,"$20,000 and over",20540.0,4.3126,0.56932814
2012,2,Province 6,Fourth quintile,Rented living quarters,C584,1267.0,3.102777,45 to 54 years,"$25,000 and over",20340.0,4.308351,0.06229105
2012,2,Province 6,Fourth quintile,Owned living quarters,C585,7370.0,3.867467,45 to 54 years,"$30,000 and over",20070.0,4.302547,0.36721475
2012,2,Province 6,Fourth quintile,"Water, fuel and electricity for principal accommodation",C586,3056.0,3.485153,45 to 54 years,"$35,000 and over",19780.0,4.296226,0.15449949
2012,2,Province 6,Fourth quintile,Other accommodation,C587,1166.0,3.066699,45 to 54 years,"$40,000 and over",19400.0,4.287802,0.06010309
2012,2,Province 6,Fourth quintile,Household operations,C588,4699.0,3.672005,45 to 54 years,"$45,000 and over",18980.0,4.278296,0.2475764
2012,2,Province 6,Fourth quintile,Communications,C589,1943.0,3.288473,45 to 54 years,"$50,000 and over",18540.0,4.26811,0.10480043
2012,2,Province 6,Fourth quintile,Household furnishings and equipment,C590,2068.0,3.315551,45 to 54 years,"$60,000 and over",17600.0,4.245513,0.1175
2012,2,Province 6,Fourth quintile,Household furnishings,C591,839.0,2.923762,45 to 54 years,"$70,000 and over",16450.0,4.216166,0.05100304
2012,2,Province 6,Fourth quintile,Household equipment,C592,1117.0,3.048053,45 to 54 years,"$75,000 and over",15870.0,4.200577,0.07038437
2012,2,Province 6,Fourth quintile,Household appliances,C593,376.0,2.575188,45 to 54 years,"$80,000 and over",15220.0,4.182415,0.02470434
2012,2,Province 6,Fourth quintile,Clothing and accessories,C594,2973.0,3.473195,45 to 54 years,"$90,000 and over",13770.0,4.138934,0.21590414
2012,2,Province 6,Fourth quintile,Transportation,C595,14019.0,4.146717,45 to 54 years,Median total income,111790.0,5.048403,0.12540478
2012,2,Province 6,Highest quintile,Total expenditure,C596,123466.0,5.091547,55 to 64 years,All income groups,18780.0,4.273696,6.5743344
2012,2,Province 6,Highest quintile,Food purchased from stores,C597,8351.0,3.921738,55 to 64 years,"Under $10,000",210.0,2.322219,39.76666667
2012,2,Province 6,Highest quintile,Food purchased from restaurants,C598,3970.0,3.598791,55 to 64 years,"$10,000 and over",18570.0,4.268812,0.21378568
2012,2,Province 6,Highest quintile,Shelter,C599,16025.0,4.204798,55 to 64 years,"$15,000 and over",18370.0,4.264109,0.87234622
2012,2,Province 6,Highest quintile,Principal accommodation,C600,13767.0,4.138839,55 to 64 years,"$20,000 and over",18140.0,4.258637,0.75893054
2012,2,Province 6,Highest quintile,Owned living quarters,C602,9418.0,3.973959,55 to 64 years,"$30,000 and over",17640.0,4.246499,0.53390023
2012,2,Province 6,Highest quintile,"Water, fuel and electricity for principal accommodation",C603,3663.0,3.563837,55 to 64 years,"$35,000 and over",17280.0,4.237544,0.21197917
2012,2,Province 6,Highest quintile,Other accommodation,C604,2257.0,3.353532,55 to 64 years,"$40,000 and over",16820.0,4.225826,0.13418549
2012,2,Province 6,Highest quintile,Household operations,C605,6742.0,3.828789,55 to 64 years,"$45,000 and over",16350.0,4.213518,0.41235474
2012,2,Province 6,Highest quintile,Communications,C606,2566.0,3.409257,55 to 64 years,"$50,000 and over",15800.0,4.198657,0.16240506
2012,2,Province 6,Highest quintile,Household furnishings and equipment,C607,3494.0,3.543323,55 to 64 years,"$60,000 and over",14600.0,4.164353,0.23931507
2012,2,Province 6,Highest quintile,Household furnishings,C608,1223.0,3.087426,55 to 64 years,"$70,000 and over",13220.0,4.121231,0.09251135
2012,2,Province 6,Highest quintile,Household equipment,C609,2176.0,3.337659,55 to 64 years,"$75,000 and over",12570.0,4.099335,0.17311058
2012,2,Province 6,Highest quintile,Household appliances,C610,596.0,2.775246,55 to 64 years,"$80,000 and over",11890.0,4.075182,0.05012616
2012,2,Province 6,Highest quintile,Clothing and accessories,C611,5705.0,3.756256,55 to 64 years,"$90,000 and over",10490.0,4.020775,0.54385129
2012,2,Province 6,Highest quintile,Transportation,C612,20292.0,4.307325,55 to 64 years,Median total income,98450.0,4.993216,0.20611478
2012,2,Province 7,All quintiles,Total expenditure,C613,64681.0,4.810777,Total all ages,All income groups,187480.0,5.272955,0.34500213
2012,2,Province 7,All quintiles,Food purchased from stores,C614,5770.0,3.761176,Total all ages,"Under $10,000",1930.0,3.285557,2.98963731
2012,2,Province 7,All quintiles,Food purchased from restaurants,C615,1945.0,3.28892,Total all ages,"$10,000 and over",185550.0,5.268461,0.01048235
2012,2,Province 7,All quintiles,Shelter,C616,12565.0,4.099162,Total all ages,"$15,000 and over",183480.0,5.263589,0.06848158
2012,2,Province 7,All quintiles,Principal accommodation,C617,11699.0,4.068149,Total all ages,"$20,000 and over",181020.0,5.257727,0.06462822
2012,2,Province 7,All quintiles,Rented living quarters,C618,3095.0,3.490661,Total all ages,"$25,000 and over",177830.0,5.250005,0.01740426
2012,2,Province 7,All quintiles,Owned living quarters,C619,6895.0,3.838534,Total all ages,"$30,000 and over",170090.0,5.230679,0.04053736
2012,2,Province 7,All quintiles,"Water, fuel and electricity for principal accommodation",C620,1709.0,3.232742,Total all ages,"$35,000 and over",160800.0,5.206286,0.01062811
2012,2,Province 7,All quintiles,Other accommodation,C621,865.0,2.937016,Total all ages,"$40,000 and over",152290.0,5.182671,0.00567995
2012,2,Province 7,All quintiles,Household operations,C622,3474.0,3.54083,Total all ages,"$45,000 and over",143630.0,5.157245,0.02418715
2012,2,Province 7,All quintiles,Communications,C623,1493.0,3.17406,Total all ages,"$50,000 and over",134750.0,5.129529,0.01107978
2012,2,Province 7,All quintiles,Household furnishings and equipment,C624,1842.0,3.26529,Total all ages,"$60,000 and over",116610.0,5.066736,0.01579624
2012,2,Province 7,All quintiles,Household furnishings,C625,783.0,2.893762,Total all ages,"$70,000 and over",98790.0,4.994713,0.0079259
2012,2,Province 7,All quintiles,Household equipment,C626,1000.0,3.0,Total all ages,"$75,000 and over",90440.0,4.956361,0.01105705
2012,2,Province 7,All quintiles,Household appliances,C627,417.0,2.620136,Total all ages,"$80,000 and over",82490.0,4.916401,0.00505516
2012,2,Province 7,All quintiles,Clothing and accessories,C628,3110.0,3.49276,Total all ages,"$90,000 and over",68200.0,4.833784,0.04560117
2012,2,Province 7,All quintiles,Transportation,C629,9477.0,3.976671,Total all ages,Median total income,73010.0,4.863382,0.12980414
2012,2,Province 7,Lowest quintile,Total expenditure,C630,24445.0,4.38819,0 to 24 years,All income groups,3150.0,3.498311,7.76031746
2012,2,Province 7,Lowest quintile,Food purchased from stores,C631,2766.0,3.441852,0 to 24 years,"Under $10,000",180.0,2.255273,15.36666667
2012,2,Province 7,Lowest quintile,Food purchased from restaurants,C632,913.0,2.960471,0 to 24 years,"$10,000 and over",2960.0,3.471292,0.30844595
2012,2,Province 7,Lowest quintile,Shelter,C633,7833.0,3.893928,0 to 24 years,"$15,000 and over",2780.0,3.444045,2.8176259
2012,2,Province 7,Lowest quintile,Principal accommodation,C634,7563.0,3.878694,0 to 24 years,"$20,000 and over",2560.0,3.40824,2.95429687
2012,2,Province 7,Lowest quintile,Rented living quarters,C635,5243.0,3.71958,0 to 24 years,"$25,000 and over",2290.0,3.359835,2.28951965
2012,2,Province 7,Lowest quintile,Owned living quarters,C636,1376.0,3.138618,0 to 24 years,"$30,000 and over",2010.0,3.303196,0.68457711
2012,2,Province 7,Lowest quintile,"Water, fuel and electricity for principal accommodation",C637,944.0,2.974972,0 to 24 years,"$35,000 and over",1730.0,3.238046,0.54566474
2012,2,Province 7,Lowest quintile,Household operations,C639,1893.0,3.277151,0 to 24 years,"$45,000 and over",1160.0,3.064458,1.63189655
2012,2,Province 7,Lowest quintile,Communications,C640,959.0,2.981819,0 to 24 years,"$50,000 and over",960.0,2.982271,0.99895833
2012,2,Province 7,Lowest quintile,Household furnishings and equipment,C641,872.0,2.940516,0 to 24 years,"$60,000 and over",590.0,2.770852,1.4779661
2012,2,Province 7,Lowest quintile,Household furnishings,C642,434.0,2.63749,0 to 24 years,"$70,000 and over",370.0,2.568202,1.17297297
2012,2,Province 7,Lowest quintile,Household equipment,C643,413.0,2.61595,0 to 24 years,"$75,000 and over",280.0,2.447158,1.475
2012,2,Province 7,Lowest quintile,Household appliances,C644,150.0,2.176091,0 to 24 years,"$80,000 and over",220.0,2.342423,0.68181818
2012,2,Province 7,Lowest quintile,Clothing and accessories,C645,1456.0,3.163161,0 to 24 years,"$90,000 and over",140.0,2.146128,10.4
2012,2,Province 7,Lowest quintile,Transportation,C646,3046.0,3.48373,0 to 24 years,Median total income,37520.0,4.574263,0.08118337
2012,2,Province 7,Second quintile,Total expenditure,C647,37849.0,4.578054,25 to 34 years,All income groups,21300.0,4.32838,1.77694836
2012,2,Province 7,Second quintile,Food purchased from stores,C648,4868.0,3.687351,25 to 34 years,"Under $10,000",330.0,2.518514,14.75151515
2012,2,Province 7,Second quintile,Food purchased from restaurants,C649,1165.0,3.066326,25 to 34 years,"$10,000 and over",20980.0,4.321805,0.05552908
2012,2,Province 7,Second quintile,Shelter,C650,9453.0,3.97557,25 to 34 years,"$15,000 and over",20780.0,4.317646,0.45490857
2012,2,Province 7,Second quintile,Principal accommodation,C651,8962.0,3.952405,25 to 34 years,"$20,000 and over",20450.0,4.310693,0.43823961
2012,2,Province 7,Second quintile,Rented living quarters,C652,3937.0,3.595165,25 to 34 years,"$25,000 and over",19950.0,4.299943,0.19734336
2012,2,Province 7,Second quintile,Owned living quarters,C653,3603.0,3.556664,25 to 34 years,"$30,000 and over",19350.0,4.286681,0.18620155
2012,2,Province 7,Second quintile,"Water, fuel and electricity for principal accommodation",C654,1421.0,3.152594,25 to 34 years,"$35,000 and over",18690.0,4.271609,0.07602996
2012,2,Province 7,Second quintile,Other accommodation,C655,491.0,2.691081,25 to 34 years,"$40,000 and over",17880.0,4.252368,0.02746085
2012,2,Province 7,Second quintile,Household operations,C656,2196.0,3.341632,25 to 34 years,"$45,000 and over",16860.0,4.226858,0.13024911
2012,2,Province 7,Second quintile,Communications,C657,1200.0,3.079181,25 to 34 years,"$50,000 and over",15660.0,4.194792,0.07662835
2012,2,Province 7,Second quintile,Household furnishings and equipment,C658,1108.0,3.04454,25 to 34 years,"$60,000 and over",13330.0,4.12483,0.08312078
2012,2,Province 7,Second quintile,Household furnishings,C659,349.0,2.542825,25 to 34 years,"$70,000 and over",10900.0,4.037426,0.03201835
2012,2,Province 7,Second quintile,Household equipment,C660,733.0,2.865104,25 to 34 years,"$75,000 and over",9800.0,3.991226,0.07479592
2012,2,Province 7,Second quintile,Household appliances,C661,273.0,2.436163,25 to 34 years,"$80,000 and over",8710.0,3.940018,0.03134328
2012,2,Province 7,Second quintile,Clothing and accessories,C662,1959.0,3.292034,25 to 34 years,"$90,000 and over",6760.0,3.829947,0.2897929
2012,2,Province 7,Second quintile,Transportation,C663,5731.0,3.75823,25 to 34 years,Median total income,71080.0,4.851747,0.08062746
2012,2,Province 7,Third quintile,Total expenditure,C664,54356.0,4.735247,35 to 44 years,All income groups,32950.0,4.517855,1.64965099
2012,2,Province 7,Third quintile,Food purchased from stores,C665,5876.0,3.769082,35 to 44 years,"Under $10,000",420.0,2.623249,13.99047619
2012,2,Province 7,Third quintile,Food purchased from restaurants,C666,1461.0,3.16465,35 to 44 years,"$10,000 and over",32530.0,4.512284,0.04491239
2012,2,Province 7,Third quintile,Shelter,C667,11398.0,4.056829,35 to 44 years,"$15,000 and over",32280.0,4.508934,0.35309789
2012,2,Province 7,Third quintile,Principal accommodation,C668,10986.0,4.04084,35 to 44 years,"$20,000 and over",31910.0,4.503927,0.34428079
2012,2,Province 7,Third quintile,Rented living quarters,C669,3179.0,3.502291,35 to 44 years,"$25,000 and over",31480.0,4.498035,0.10098475
2012,2,Province 7,Third quintile,Owned living quarters,C670,6202.0,3.792532,35 to 44 years,"$30,000 and over",30910.0,4.490099,0.20064704
2012,2,Province 7,Third quintile,"Water, fuel and electricity for principal accommodation",C671,1606.0,3.205746,35 to 44 years,"$35,000 and over",30170.0,4.479575,0.05323169
2012,2,Province 7,Third quintile,Other accommodation,C672,411.0,2.613842,35 to 44 years,"$40,000 and over",29360.0,4.467756,0.01399864
2012,2,Province 7,Third quintile,Household operations,C673,3104.0,3.491922,35 to 44 years,"$45,000 and over",28310.0,4.45194,0.10964324
2012,2,Province 7,Third quintile,Communications,C674,1485.0,3.171726,35 to 44 years,"$50,000 and over",27130.0,4.43345,0.05473645
2012,2,Province 7,Third quintile,Household furnishings and equipment,C675,1495.0,3.174641,35 to 44 years,"$60,000 and over",24520.0,4.38952,0.06097064
2012,2,Province 7,Third quintile,Household furnishings,C676,598.0,2.776701,35 to 44 years,"$70,000 and over",21530.0,4.333044,0.0277752
2012,2,Province 7,Third quintile,Household equipment,C677,818.0,2.912753,35 to 44 years,"$75,000 and over",19940.0,4.299725,0.04102307
2012,2,Province 7,Third quintile,Household appliances,C678,429.0,2.632457,35 to 44 years,"$80,000 and over",18390.0,4.264582,0.0233279
2012,2,Province 7,Third quintile,Clothing and accessories,C679,3220.0,3.507856,35 to 44 years,"$90,000 and over",15440.0,4.188647,0.20854922
2012,2,Province 7,Third quintile,Transportation,C680,9268.0,3.966986,35 to 44 years,Median total income,86370.0,4.936363,0.10730578
2012,2,Province 7,Fourth quintile,Total expenditure,C681,77728.0,4.890577,45 to 54 years,All income groups,41000.0,4.612784,1.89580488
2012,2,Province 7,Fourth quintile,Food purchased from stores,C682,6418.0,3.8074,45 to 54 years,"Under $10,000",480.0,2.681241,13.37083333
2012,2,Province 7,Fourth quintile,Food purchased from restaurants,C683,1980.0,3.296665,45 to 54 years,"$10,000 and over",40520.0,4.607669,0.04886476
2012,2,Province 7,Fourth quintile,Shelter,C684,15382.0,4.187013,45 to 54 years,"$15,000 and over",40080.0,4.602928,0.38378244
2012,2,Province 7,Fourth quintile,Principal accommodation,C685,14301.0,4.155366,45 to 54 years,"$20,000 and over",39630.0,4.598024,0.36086298
2012,2,Province 7,Fourth quintile,Rented living quarters,C686,2012.0,3.303628,45 to 54 years,"$25,000 and over",39150.0,4.592732,0.05139208
2012,2,Province 7,Fourth quintile,Owned living quarters,C687,10267.0,4.011444,45 to 54 years,"$30,000 and over",38470.0,4.585122,0.26688329
2012,2,Province 7,Fourth quintile,"Water, fuel and electricity for principal accommodation",C688,2022.0,3.305781,45 to 54 years,"$35,000 and over",37630.0,4.575534,0.05373372
2012,2,Province 7,Fourth quintile,Other accommodation,C689,1081.0,3.033826,45 to 54 years,"$40,000 and over",36700.0,4.564666,0.02945504
2012,2,Province 7,Fourth quintile,Household operations,C690,4282.0,3.631647,45 to 54 years,"$45,000 and over",35600.0,4.55145,0.1202809
2012,2,Province 7,Fourth quintile,Communications,C691,1733.0,3.238799,45 to 54 years,"$50,000 and over",34350.0,4.535927,0.05045124
2012,2,Province 7,Fourth quintile,Household furnishings and equipment,C692,2488.0,3.39585,45 to 54 years,"$60,000 and over",31340.0,4.496099,0.07938736
2012,2,Province 7,Fourth quintile,Household furnishings,C693,1219.0,3.086004,45 to 54 years,"$70,000 and over",28100.0,4.448706,0.04338078
2012,2,Province 7,Fourth quintile,Household equipment,C694,1210.0,3.082785,45 to 54 years,"$75,000 and over",26340.0,4.420616,0.04593774
2012,2,Province 7,Fourth quintile,Household appliances,C695,536.0,2.729165,45 to 54 years,"$80,000 and over",24690.0,4.392521,0.02170919
2012,2,Province 7,Fourth quintile,Clothing and accessories,C696,3430.0,3.535294,45 to 54 years,"$90,000 and over",21370.0,4.329805,0.16050538
2012,2,Province 7,Fourth quintile,Transportation,C697,12534.0,4.09809,45 to 54 years,Median total income,92780.0,4.967454,0.13509377
2012,2,Province 7,Highest quintile,Total expenditure,C698,128942.0,5.110394,55 to 64 years,All income groups,43240.0,4.635886,2.9820074
2012,2,Province 7,Highest quintile,Food purchased from stores,C699,8919.0,3.950316,55 to 64 years,"Under $10,000",410.0,2.612784,21.75365854
2012,2,Province 7,Highest quintile,Food purchased from restaurants,C700,4203.0,3.623559,55 to 64 years,"$10,000 and over",42830.0,4.631748,0.09813215
2012,2,Province 7,Highest quintile,Shelter,C701,18749.0,4.272978,55 to 64 years,"$15,000 and over",41970.0,4.622939,0.44672385
2012,2,Province 7,Highest quintile,Principal accommodation,C702,16677.0,4.222118,55 to 64 years,"$20,000 and over",41310.0,4.616055,0.4037037
2012,2,Province 7,Highest quintile,Rented living quarters,C703,1107.0,3.044148,55 to 64 years,"$25,000 and over",40490.0,4.607348,0.02734008
2012,2,Province 7,Highest quintile,Owned living quarters,C704,13018.0,4.114544,55 to 64 years,"$30,000 and over",39420.0,4.595717,0.33023846
2012,2,Province 7,Highest quintile,"Water, fuel and electricity for principal accommodation",C705,2551.0,3.40671,55 to 64 years,"$35,000 and over",38130.0,4.581267,0.0669027
2012,2,Province 7,Highest quintile,Other accommodation,C706,2072.0,3.31639,55 to 64 years,"$40,000 and over",36590.0,4.563362,0.05662749
2012,2,Province 7,Highest quintile,Household operations,C707,5892.0,3.770263,55 to 64 years,"$45,000 and over",34790.0,4.541454,0.16935901
2012,2,Province 7,Highest quintile,Communications,C708,2084.0,3.318898,55 to 64 years,"$50,000 and over",32830.0,4.516271,0.06347853
2012,2,Province 7,Highest quintile,Household furnishings and equipment,C709,3246.0,3.511349,55 to 64 years,"$60,000 and over",28660.0,4.457276,0.1132589
2012,2,Province 7,Highest quintile,Household furnishings,C710,1313.0,3.118265,55 to 64 years,"$70,000 and over",24390.0,4.387212,0.05383354
2012,2,Province 7,Highest quintile,Household equipment,C711,1825.0,3.261263,55 to 64 years,"$75,000 and over",22510.0,4.352375,0.08107508
2012,2,Province 7,Highest quintile,Household appliances,C712,695.0,2.841985,55 to 64 years,"$80,000 and over",20570.0,4.313234,0.03378707
2012,2,Province 7,Highest quintile,Clothing and accessories,C713,5484.0,3.739097,55 to 64 years,"$90,000 and over",17110.0,4.23325,0.32051432
2012,2,Province 7,Highest quintile,Transportation,C714,16797.0,4.225232,55 to 64 years,Median total income,77230.0,4.887786,0.2174932
2012,2,Province 8,All quintiles,Total expenditure,C715,78846.0,4.89678,Total all ages,All income groups,29990.0,4.476976,2.62907636
2012,2,Province 8,All quintiles,Food purchased from stores,C716,5324.0,3.726238,Total all ages,"Under $10,000",370.0,2.568202,14.38918919
2012,2,Province 8,All quintiles,Food purchased from restaurants,C717,2139.0,3.330211,Total all ages,"$10,000 and over",29620.0,4.471585,0.07221472
2012,2,Province 8,All quintiles,Shelter,C718,17133.0,4.233833,Total all ages,"$15,000 and over",29300.0,4.466868,0.58474403
2012,2,Province 8,All quintiles,Principal accommodation,C719,15664.0,4.194903,Total all ages,"$20,000 and over",28960.0,4.461799,0.54088398
2012,2,Province 8,All quintiles,Rented living quarters,C720,3863.0,3.586925,Total all ages,"$25,000 and over",28510.0,4.454997,0.13549632
2012,2,Province 8,All quintiles,Owned living quarters,C721,9297.0,3.968343,Total all ages,"$30,000 and over",27680.0,4.442166,0.33587428
2012,2,Province 8,All quintiles,"Water, fuel and electricity for principal accommodation",C722,2503.0,3.398461,Total all ages,"$35,000 and over",26470.0,4.422754,0.09455988
2012,2,Province 8,All quintiles,Other accommodation,C723,1469.0,3.167022,Total all ages,"$40,000 and over",25330.0,4.403635,0.05799447
2012,2,Province 8,All quintiles,Household operations,C724,4375.0,3.640978,Total all ages,"$45,000 and over",24100.0,4.382017,0.18153527
2012,2,Province 8,All quintiles,Communications,C725,1931.0,3.285782,Total all ages,"$50,000 and over",22890.0,4.359646,0.08435998
2012,2,Province 8,All quintiles,Household furnishings and equipment,C726,2266.0,3.35526,Total all ages,"$60,000 and over",20330.0,4.308137,0.1114609
2012,2,Province 8,All quintiles,Household furnishings,C727,1114.0,3.046885,Total all ages,"$70,000 and over",17910.0,4.253096,0.06219989
2012,2,Province 8,All quintiles,Household equipment,C728,991.0,2.996074,Total all ages,"$75,000 and over",16710.0,4.222976,0.0593058
2012,2,Province 8,All quintiles,Household appliances,C729,508.0,2.705864,Total all ages,"$80,000 and over",15470.0,4.18949,0.03283775
2012,2,Province 8,All quintiles,Clothing and accessories,C730,3591.0,3.555215,Total all ages,"$90,000 and over",13220.0,4.121231,0.27163389
2012,2,Province 8,All quintiles,Transportation,C731,11470.0,4.059563,Total all ages,Median total income,82000.0,4.913814,0.13987805
2012,2,Province 8,Lowest quintile,Total expenditure,C732,31197.0,4.494113,0 to 24 years,All income groups,480.0,2.681241,64.99375
2012,2,Province 8,Lowest quintile,Food purchased from stores,C733,3248.0,3.511616,0 to 24 years,"Under $10,000",30.0,1.477121,108.26666667
2012,2,Province 8,Lowest quintile,Food purchased from restaurants,C734,980.0,2.991226,0 to 24 years,"$10,000 and over",450.0,2.653213,2.17777778
2012,2,Province 8,Lowest quintile,Shelter,C735,10877.0,4.036509,0 to 24 years,"$15,000 and over",420.0,2.623249,25.89761905
2012,2,Province 8,Lowest quintile,Principal accommodation,C736,10185.0,4.007961,0 to 24 years,"$20,000 and over",390.0,2.591065,26.11538462
2012,2,Province 8,Lowest quintile,Rented living quarters,C737,6066.0,3.782902,0 to 24 years,"$25,000 and over",340.0,2.531479,17.84117647
2012,2,Province 8,Lowest quintile,Owned living quarters,C738,3031.0,3.481586,0 to 24 years,"$30,000 and over",290.0,2.462398,10.45172414
2012,2,Province 8,Lowest quintile,"Water, fuel and electricity for principal accommodation",C739,1087.0,3.03623,0 to 24 years,"$35,000 and over",260.0,2.414973,4.18076923
2012,2,Province 8,Lowest quintile,Household operations,C741,2122.0,3.326745,0 to 24 years,"$45,000 and over",190.0,2.278754,11.16842105
2012,2,Province 8,Lowest quintile,Communications,C742,1221.0,3.086716,0 to 24 years,"$50,000 and over",160.0,2.20412,7.63125
2012,2,Province 8,Lowest quintile,Household furnishings and equipment,C743,757.0,2.879096,0 to 24 years,"$60,000 and over",100.0,2.0,7.57
2012,2,Province 8,Lowest quintile,Household furnishings,C744,431.0,2.634477,0 to 24 years,"$70,000 and over",70.0,1.845098,6.15714286
2012,2,Province 8,Lowest quintile,Household equipment,C745,265.0,2.423246,0 to 24 years,"$75,000 and over",60.0,1.778151,4.41666667
2012,2,Province 8,Lowest quintile,Household appliances,C746,110.0,2.041393,0 to 24 years,"$80,000 and over",60.0,1.778151,1.83333333
2012,2,Province 8,Lowest quintile,Clothing and accessories,C747,1540.0,3.187521,0 to 24 years,"$90,000 and over",30.0,1.477121,51.33333333
2012,2,Province 8,Lowest quintile,Transportation,C748,4308.0,3.634276,0 to 24 years,Median total income,37390.0,4.572755,0.11521797
2012,2,Province 8,Second quintile,Total expenditure,C749,45312.0,4.656213,25 to 34 years,All income groups,3470.0,3.540329,13.05821326
2012,2,Province 8,Second quintile,Food purchased from stores,C750,3987.0,3.600646,25 to 34 years,"Under $10,000",80.0,1.90309,49.8375
2012,2,Province 8,Second quintile,Food purchased from restaurants,C751,1376.0,3.138618,25 to 34 years,"$10,000 and over",3400.0,3.531479,0.40470588
2012,2,Province 8,Second quintile,Shelter,C752,13285.0,4.123362,25 to 34 years,"$15,000 and over",3360.0,3.526339,3.95386905
2012,2,Province 8,Second quintile,Principal accommodation,C753,12703.0,4.103906,25 to 34 years,"$20,000 and over",3310.0,3.519828,3.83776435
2012,2,Province 8,Second quintile,Rented living quarters,C754,5124.0,3.709609,25 to 34 years,"$25,000 and over",3230.0,3.509203,1.58637771
2012,2,Province 8,Second quintile,Owned living quarters,C755,5776.0,3.761627,25 to 34 years,"$30,000 and over",3110.0,3.49276,1.85723473
2012,2,Province 8,Second quintile,"Water, fuel and electricity for principal accommodation",C756,1803.0,3.255996,25 to 34 years,"$35,000 and over",3020.0,3.480007,0.59701987
2012,2,Province 8,Second quintile,Other accommodation,C757,583.0,2.765669,25 to 34 years,"$40,000 and over",2900.0,3.462398,0.20103448
2012,2,Province 8,Second quintile,Household operations,C758,2884.0,3.459995,25 to 34 years,"$45,000 and over",2740.0,3.437751,1.05255474
2012,2,Province 8,Second quintile,Communications,C759,1617.0,3.20871,25 to 34 years,"$50,000 and over",2570.0,3.409933,0.62918288
